address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,year_built,garage,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
325 Berry Street #422,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/325-berry-st-422/,-122.396,37.7736,2.45283,,,rental,3700,closed,,2015-10-04,,South Beach,74,SF
219 Brannan Street #16K,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/219-brannan-st-16k/,-122.39,37.783,4.0227,,,rental,5995,closed,,2015-10-04,,South Beach,74,SF
318 Spear Street #5A,1,1,850,climbsf_rented,http://www.climbsf.com/for-rent/318-spear-st-5a/,-122.391,37.7897,0.0,,,rental,3700,closed,,2014-12-23,,South Beach,74,SF
301 Main Street #18A,2,2,1163,climbsf_rented,http://www.climbsf.com/for-rent/301-main-st-18a/,-122.391,37.7894,4.83899e-05,,,rental,5800,closed,,2015-01-14,,South Beach,74,SF
333 Fremont Street #102,1,1,983,climbsf_rented,http://www.climbsf.com/for-rent/333-fremont-st-102/,-122.393,37.7877,11.0817,,,rental,0,closed,,2015-10-04,,South Beach,74,SF
333 Fremont Street #504,1,1,940,climbsf_rented,http://www.climbsf.com/for-rent/333-fremont-st-504/,-122.393,37.7877,12.2255,,,rental,3795,closed,,2015-01-16,,South Beach,74,SF
219 Brannan St. #14K,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/219-brannan-st-14k/,-122.39,37.783,4.0227,,,rental,5895,closed,,2015-10-04,,South Beach,74,SF
425 1st Street #3402,2,2,1309,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-3402/,-122.392,37.7858,31.017,,,rental,6600,closed,,2015-01-16,,South Beach,74,SF
400 Beale Street #1003,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/400-beale-st-1003/,-122.391,37.7871,7.36737,,,rental,4500,closed,,2015-10-04,,South Beach,74,SF
301 Main Street #16E,2,2,1180,climbsf_rented,http://www.climbsf.com/for-rent/301-main-st-16e/,-122.391,37.7894,4.83899e-05,,,rental,5400,closed,,2015-01-21,,South Beach,74,SF
18 Lansing Street #308,1,1,1178,climbsf_rented,http://www.climbsf.com/for-rent/18-lansing-st-308/,-122.394,37.7864,23.0383,,,rental,4200,closed,,2015-01-26,,South Beach,74,SF
301 Main Street #22A,2,2,1163,climbsf_rented,http://www.climbsf.com/for-rent/301-main-st-22a/,-122.391,37.7894,4.83899e-05,,,rental,5800,closed,,2015-01-26,,South Beach,74,SF
325 Berry Street #314,1,1,853,climbsf_rented,http://www.climbsf.com/for-rent/325-berry-st-314/,-122.396,37.7736,2.45283,,,rental,3700,closed,,2015-01-27,,South Beach,74,SF
250 King Street #776,1,1,714,climbsf_rented,http://www.climbsf.com/for-rent/250-king-st-776/,-122.393,37.7782,5.82981,,,rental,3500,closed,,2015-02-03,,South Beach,74,SF
355 Bryant Street #401,1,1,1462,climbsf_rented,http://www.climbsf.com/for-rent/355-bryant-st-401/,-122.392,37.7836,15.7653,,,rental,5995,closed,,2015-02-03,,South Beach,74,SF
81 Lansing Street #408,1,1,1115,climbsf_rented,http://www.climbsf.com/for-rent/81-lansing-st-408/,-122.394,37.7856,28.4004,,,rental,4600,closed,,2015-02-03,,South Beach,74,SF
425 First Street #3308,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-3308/,-122.392,37.7858,31.017,,,rental,4400,closed,,2015-10-04,,South Beach,74,SF
333 Fremont Street #808,2,2,1251,climbsf_rented,http://www.climbsf.com/for-rent/333-fremont-st-808/,-122.393,37.7877,11.0817,,,rental,4767,closed,,2015-02-20,,South Beach,74,SF
461 Second Street #102,2,2,1635,climbsf_rented,http://www.climbsf.com/for-rent/461-2nd-st-102/,-122.394,37.7838,17.879,,,rental,7000,closed,,2015-03-12,,South Beach,74,SF
300 Berry Street #510,2,1,960,climbsf_rented,http://www.climbsf.com/for-rent/300-berry-st-510/,-122.396,37.7739,1.38426,,,rental,4000,closed,,2015-03-17,,South Beach,74,SF
401 Harrison Street #3803,2,2,1339,climbsf_rented,http://www.climbsf.com/for-rent/401-harrison-st-3803/,-122.392,37.7864,22.3907,,,rental,7225,closed,,2015-03-09,,South Beach,74,SF
333 Fremont Street #709,2,2,1235,climbsf_rented,http://www.climbsf.com/for-rent/333-fremont-st-709/,-122.393,37.7877,11.0817,,,rental,4795,closed,,2015-03-19,,South Beach,74,SF
260 King Street #1413,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/260-king-st-1413/,-122.394,37.7774,4.2732,,,rental,3950,closed,,2015-10-04,,South Beach,74,SF
318 Spear Street #6K,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/318-spear-st-6k/,-122.391,37.7897,0.0,,,rental,4600,closed,,2015-10-04,,South Beach,74,SF
601 Fourth Street #226,1,1,1174,climbsf_rented,http://www.climbsf.com/for-rent/601-4th-st-226/,-122.396,37.7783,2.92036,,,rental,3650,closed,,2015-03-25,,South Beach,74,SF
338 Spear Street #38F,3,2,0,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-38f/,-122.391,37.7894,0.0,,,rental,7500,closed,,2015-10-04,,South Beach,74,SF
601 Fourth Street #324,1,1,1094,climbsf_rented,http://www.climbsf.com/for-rent/601-4th-st-324/,-122.396,37.7783,2.92036,,,rental,3750,closed,,2015-03-30,,South Beach,74,SF
333 Fremont Street #203,1,1,670,climbsf_rented,http://www.climbsf.com/for-rent/333-fremont-st-203/,-122.393,37.7877,11.0817,,,rental,3100,closed,,2015-04-09,,South Beach,74,SF
425 First Street #1002,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-1002/,-122.392,37.7858,31.017,,,rental,6625,closed,,2015-10-04,,South Beach,74,SF
333 Fremont Street #405,1,1,706,climbsf_rented,http://www.climbsf.com/for-rent/333-fremont-st-405/,-122.393,37.7877,11.0817,,,rental,3675,closed,,2015-05-06,,South Beach,74,SF
333 Fremont Street #809,2,2,1253,climbsf_rented,http://www.climbsf.com/for-rent/333-fremont-st-809/,-122.393,37.7877,11.0817,,,rental,4579,closed,,2015-05-08,,South Beach,74,SF
318 Spear Street #8E,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/318-spear-st-8e/,-122.391,37.7897,0.0,,,rental,3800,closed,,2015-10-04,,South Beach,74,SF
300 Berry Street #1313,2,1,999,climbsf_rented,http://www.climbsf.com/for-rent/300-berry-st-1313/,-122.396,37.7739,1.38426,,,rental,4500,closed,,2015-05-22,,South Beach,74,SF
300 Berry Street #523,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/300-berry-st-523/,-122.396,37.7739,1.38426,,,rental,5100,closed,,2015-10-04,,South Beach,74,SF
555 Fourth Street #312,1,1,694,climbsf_rented,http://www.climbsf.com/for-rent/555-4th-st-312/,-122.397,37.7791,3.09988,,,rental,3500,closed,,2015-05-27,,South Beach,74,SF
18 Lansing Street #102,1,1,1200,climbsf_rented,http://www.climbsf.com/for-rent/18-lansing-st-102/,-122.394,37.7864,23.0383,,,rental,4500,closed,,2015-05-27,,South Beach,74,SF
333 Fremont Street #603,1,1,670,climbsf_rented,http://www.climbsf.com/for-rent/333-fremont-st-603/,-122.393,37.7877,11.0817,,,rental,3800,closed,,2015-05-29,,South Beach,74,SF
425 First Street #1308,1,1,755,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-1308/,-122.392,37.7858,31.017,,,rental,3700,closed,,2015-06-02,,South Beach,74,SF
338 Spear Street #6A,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-6a/,-122.391,37.7894,0.0,,,rental,5275,closed,,2015-10-04,,South Beach,74,SF
333 Fremont Street #412,1,1,689,climbsf_rented,http://www.climbsf.com/for-rent/333-fremont-st-412/,-122.393,37.7877,11.0817,,,rental,3400,closed,,2015-06-11,,South Beach,74,SF
333 Fremont Street #802,1,1,706,climbsf_rented,http://www.climbsf.com/for-rent/333-fremont-st-802/,-122.393,37.7877,11.0817,,,rental,4275,closed,,2015-06-15,,South Beach,74,SF
501 Beale St. #9E,1,1,759,climbsf_rented,http://www.climbsf.com/for-rent/501-beale-st-9e/,-122.389,37.7863,2.86181,,,rental,3750,closed,,2015-06-15,,South Beach,74,SF
88 Townsend Street #402,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/88-townsend-st-402/,-122.391,37.7809,5.89829,,,rental,5495,closed,,2015-10-04,,South Beach,74,SF
333 Fremont Street #708,2,2,1251,climbsf_rented,http://www.climbsf.com/for-rent/333-fremont-st-708/,-122.393,37.7877,11.0817,,,rental,5300,closed,,2015-06-29,,South Beach,74,SF
18 Lansing Street #306,2,2,1444,climbsf_rented,http://www.climbsf.com/for-rent/18-lansing-st-306/,-122.394,37.7864,23.0383,,,rental,5400,closed,,2015-06-29,,South Beach,74,SF
239 Brannan Street #14A,3,3,0,climbsf_rented,http://www.climbsf.com/for-rent/239-brannan-st-14a/,-122.39,37.7826,7.19501,,,rental,8650,closed,,2015-10-04,,South Beach,74,SF
260 King Street #1013,1,1,868,climbsf_rented,http://www.climbsf.com/for-rent/260-king-st-1013/,-122.394,37.7774,4.2732,,,rental,3750,closed,,2015-07-07,,South Beach,74,SF
325 Berry Street #520,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/325-berry-st-520/,-122.396,37.7736,2.45283,,,rental,5600,closed,,2015-10-04,,South Beach,74,SF
333 Fremont Street #810,2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/333-fremont-st-810/,-122.393,37.7877,11.0817,,,rental,4300,closed,,2015-10-04,,South Beach,74,SF
338 Spear Street #24H,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/338-spear-st-24h/,-122.391,37.7894,0.0,,,rental,6495,closed,,2015-10-04,,South Beach,74,SF
301 Main Street #35F,2,2,1323,climbsf_rented,http://www.climbsf.com/for-rent/301-main-st-35f/,-122.391,37.7894,4.83899e-05,,,rental,7000,closed,,2015-08-03,,South Beach,74,SF
425 First Street #1806,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-1806/,-122.392,37.7858,31.017,,,rental,6250,closed,,2015-10-04,,South Beach,74,SF
425 First Street #1301,1,1,837,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-1301/,-122.392,37.7858,31.017,,,rental,4300,closed,,2015-08-06,,South Beach,74,SF
325 Berry Street #316,2,2,1364,climbsf_rented,http://www.climbsf.com/for-rent/325-berry-st-316/,-122.396,37.7736,2.45283,,,rental,5300,closed,,2015-08-06,,South Beach,74,SF
425 1st Street #2005,1,1,710,climbsf_rented,http://www.climbsf.com/for-rent/425-1st-st-2005/,-122.392,37.7858,31.017,,,rental,4500,closed,,2015-08-14,,South Beach,74,SF
301 Bryant Street #102,2,2,1306,climbsf_rented,http://www.climbsf.com/for-rent/301-bryant-st-102/,-122.391,37.7845,14.703,,,rental,5199,closed,,2015-08-18,,South Beach,74,SF
333 Fremont Street #110,1,1,796,climbsf_renting,http://www.climbsf.com/for-rent/333-fremont-st-110/,-122.393,37.7877,11.0817,,,rental,3700,open,,,2015-08-23,South Beach,74,SF
333 Fremont Street #701,2,1,1300,climbsf_renting,http://www.climbsf.com/for-rent/333-fremont-st-701/,-122.393,37.7877,11.0817,,,rental,5300,open,,,2015-08-23,South Beach,74,SF
250 King Street #576,1,1,787,climbsf_renting,http://www.climbsf.com/for-rent/250-king-st-576/,-122.393,37.7782,5.82981,,,rental,3850,closed,23,2015-09-15,2015-08-23,South Beach,74,SF
333 1st Street #N102,1,1,760,climbsf_renting,http://www.climbsf.com/for-rent/333-1st-st-n102/,-122.394,37.787,19.2513,,,rental,3900,closed,11,2015-09-03,2015-08-23,South Beach,74,SF
338 Spear Street #37D,3,3,1683,climbsf_renting,http://www.climbsf.com/for-rent/338-spear-st-37d/,-122.391,37.7894,0.0,,,rental,10000,closed,23,2015-09-15,2015-08-23,South Beach,74,SF
338 Spear Street #18C,1,1,800,climbsf_renting,http://www.climbsf.com/for-rent/338-spear-st-18c/,-122.391,37.7894,0.0,,,rental,4400,closed,9,2015-09-01,2015-08-23,South Beach,74,SF
"88 King St APT 919, San Francisco, CA 94107",2,2,1145,zillow_sf,http://www.zillow.com/homedetails/88-King-St-APT-919-San-Francisco-CA-94107/80746344_zpid/,-122.389,37.7807,3.50702,,,rental,4200,open,,,2011-02-09,South Beach,74,SF
"333 Main St UNIT 9H, San Francisco, CA 94105",1,1,835,zillow_sf,http://www.zillow.com/homedetails/333-Main-St-UNIT-9H-San-Francisco-CA-94105/2101847473_zpid/,-122.391,37.789,1.80794,,,rental,4500,open,,,2015-06-28,South Beach,74,SF
"425 1st St UNIT 3103, San Francisco, CA 94105",2,2,1328,zillow_sf,http://www.zillow.com/homedetails/425-1st-St-UNIT-3103-San-Francisco-CA-94105/83154490_zpid/,-122.392,37.7858,31.017,,,rental,6995,closed,,2015-10-11,,South Beach,74,SF
"338 Spear St UNIT 26A, San Francisco, CA 94105",2,2,1200,zillow_sf,http://www.zillow.com/homedetails/338-Spear-St-UNIT-26A-San-Francisco-CA-94105/89239672_zpid/,-122.391,37.7894,0.0,,,rental,5800,open,,,2015-08-08,South Beach,74,SF
"501 Beale St, San Francisco, CA 94105",2,2,1160,zillow_sf,http://www.zillow.com/homedetails/501-Beale-St-San-Francisco-CA-94105/2105529391_zpid/,-122.389,37.7863,2.86181,2006,1,rental,6500,closed,39,2015-10-07,2015-08-29,South Beach,74,SF
"400 Spear St, San Francisco, CA 94105",2,2,1450,zillow_sf,http://www.zillow.com/homedetails/400-Spear-St-San-Francisco-CA-94105/2110481142_zpid/,-122.389,37.7884,3.44822,,,rental,4980,open,,,2015-09-18,South Beach,74,SF
"318 Main St # 5K, San Francisco, CA 94105",2,2,1500,zillow_sf,http://www.zillow.com/homedetails/318-Main-St-5K-San-Francisco-CA-94105/2101787582_zpid/,-122.392,37.7891,4.97249,,,rental,8500,open,,,2015-07-05,South Beach,74,SF
"260 King St # 1000, San Francisco, CA 94107",2,2,0,zillow_sf,http://www.zillow.com/homedetails/260-King-St-1000-San-Francisco-CA-94107/2101529766_zpid/,-122.394,37.7774,4.2732,,,rental,5650,open,,,2015-07-31,South Beach,74,SF
"301 Main St UNIT 35A, San Francisco, CA 94105",2,2,1268,zillow_sf,http://www.zillow.com/homedetails/301-Main-St-UNIT-35A-San-Francisco-CA-94105/2101426598_zpid/,-122.391,37.7894,4.83899e-05,,,rental,7950,open,,,2015-08-12,South Beach,74,SF
"400 Spear St APT 213, San Francisco, CA 94105",2,2,1450,zillow_sf,http://www.zillow.com/homedetails/400-Spear-St-APT-213-San-Francisco-CA-94105/2119703818_zpid/,-122.389,37.7884,3.44822,,,rental,4980,open,,,2015-09-18,South Beach,74,SF
"King Street # San Francisco, CA 94107",1,1,867,zillow_sf,http://www.zillow.com/homedetails/King-Street-San-Francisco-CA-94107/2101398354_zpid/,-122.395,37.7758,2.94834,,,rental,3795,open,,,2015-08-31,South Beach,74,SF
"177 Townsend St UNIT 1131, San Francisco, CA 94107",2,2,0,zillow_sf,http://www.zillow.com/homedetails/177-Townsend-St-UNIT-1131-San-Francisco-CA-94107/2101605408_zpid/,-122.392,37.7792,6.35001,2007,0,rental,7500,closed,40,2015-10-04,2015-08-25,South Beach,74,SF
"Bryant St San Francisco, CA 94107",1,1,1008,zillow_sf,http://www.zillow.com/homedetails/Bryant-St-San-Francisco-CA-94107/2101453879_zpid/,-122.396,37.7809,4.42128,,,rental,4150,open,,,2015-08-25,South Beach,74,SF
"Townsend St San Francisco, CA 94107",2,2,0,zillow_sf,http://www.zillow.com/homedetails/Townsend-St-San-Francisco-CA-94107/2101324929_zpid/,-122.396,37.7761,2.97689,,,rental,5995,open,,,2015-08-24,South Beach,74,SF
"300 Berry St, San Francisco, CA 94158",1,1,732,zillow_sf,http://www.zillow.com/homedetails/300-Berry-St-San-Francisco-CA-94158/2116368523_zpid/,-122.396,37.7739,1.38426,,,rental,1800,open,,,2012-10-15,South Beach,74,SF
"239 Brannan St UNIT 17D, San Francisco, CA 94107",2,2,1173,zillow_sf,http://www.zillow.com/homedetails/239-Brannan-St-UNIT-17D-San-Francisco-CA-94107/60039642_zpid/,-122.39,37.7826,7.19501,,,rental,8100,closed,38,2015-10-03,2015-08-26,South Beach,74,SF
"250 King St UNIT 1316, San Francisco, CA 94107",2,2,1400,zillow_sf,http://www.zillow.com/homedetails/250-King-St-UNIT-1316-San-Francisco-CA-94107/69819473_zpid/,-122.393,37.7782,5.82981,,,rental,5500,closed,45,2015-10-05,2015-08-21,South Beach,74,SF
"301 Main St, San Francisco, CA 94105",1,2,1000,zillow_sf,http://www.zillow.com/homedetails/301-Main-St-San-Francisco-CA-94105/2117405691_zpid/,-122.391,37.7895,0.0,2008,0,rental,5800,open,,,2015-10-07,South Beach,74,SF
"Brannan St San Francisco, CA 94107",3,2,1516,zillow_sf,http://www.zillow.com/homedetails/Brannan-St-San-Francisco-CA-94107/2105369279_zpid/,-122.395,37.7799,6.253,,,rental,6500,closed,9,2015-10-01,2015-09-22,South Beach,74,SF
"219 Brannan St, San Francisco, CA 94107",1,1,1266,zillow_sf,http://www.zillow.com/homedetails/219-Brannan-St-San-Francisco-CA-94107/2103743941_zpid/,-122.39,37.783,4.0227,,,rental,4550,open,,,2015-05-27,South Beach,74,SF
"355 Bryant St UNIT 108, San Francisco, CA 94107",2,3,2853,zillow_sf,http://www.zillow.com/homedetails/355-Bryant-St-UNIT-108-San-Francisco-CA-94107/80750865_zpid/,-122.392,37.7836,15.8649,,,rental,15675,open,,,2015-09-16,South Beach,74,SF
"333 Main St UNIT 5J, San Francisco, CA 94105",1,1,824,zillow_sf,http://www.zillow.com/homedetails/333-Main-St-UNIT-5J-San-Francisco-CA-94105/2110781815_zpid/,-122.391,37.789,1.80794,2008,1,rental,4000,closed,28,2015-10-07,2015-09-09,South Beach,74,SF
"325 Berry St APT 716, San Francisco, CA 94158",2,2,1208,zillow_sf,http://www.zillow.com/homedetails/325-Berry-St-APT-716-San-Francisco-CA-94158/82786571_zpid/,-122.396,37.7736,2.45283,,,rental,5100,closed,9,2015-10-01,2015-09-22,South Beach,74,SF
"555 4th St, San Francisco, CA 94107",1,1,780,zillow_sf,http://www.zillow.com/homedetails/555-4th-St-San-Francisco-CA-94107/79844263_zpid/,-122.397,37.7795,3.48873,2006,1,rental,3600,closed,9,2015-10-07,2015-09-28,South Beach,74,SF
"260 King St, San Francisco, CA 94107",2,2,1488,zillow_sf,http://www.zillow.com/homedetails/260-King-St-San-Francisco-CA-94107/2105258395_zpid/,-122.394,37.7774,4.24204,2004,0,rental,5400,open,,,2015-10-08,South Beach,74,SF
333 Fremont Street #806,1,1,712,climbsf_renting,http://www.climbsf.com/for-rent/333-fremont-st-806/,-122.393,37.7877,11.0817,,,rental,3750,closed,10,2015-10-07,2015-09-27,South Beach,74,SF
318 Main Street #3D,2,2,1100,climbsf_renting,http://www.climbsf.com/for-rent/318-main-st-3d/,-122.392,37.7891,4.97249,,,rental,6895,open,,,2015-09-27,South Beach,74,SF
318 Main Street #4E,1,2,1098,climbsf_renting,http://www.climbsf.com/for-rent/318-main-st-4e/,-122.392,37.7891,4.97249,,,rental,5450,closed,6,2015-10-15,2015-10-09,South Beach,74,SF
333 First Street #1605,1,1,709,climbsf_renting,http://www.climbsf.com/for-rent/333-1st-st-1605/,-122.394,37.7872,16.2582,,,rental,3950,open,,,2015-09-27,South Beach,74,SF
250 King Street #500,2,2,1219,climbsf_renting,http://www.climbsf.com/for-rent/250-king-st-500/,-122.393,37.7782,5.82981,,,rental,5300,open,,,2015-09-30,South Beach,74,SF
177 Townsend Street #1131,2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/177-townsend-st-1131/,-122.392,37.7792,6.34012,,,rental,7500,closed,,2015-10-04,,South Beach,74,SF
338 Spear Street #6C,1,1,842,climbsf_renting,http://www.climbsf.com/for-rent/338-spear-st-6c/,-122.391,37.7894,0.0,,,rental,3975,open,,,2015-10-07,South Beach,74,SF
235 Berry Street #602,2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/235-berry-st-602/,-122.394,37.7749,2.44738,,,rental,5000,closed,7,2015-10-04,2015-09-27,South Beach,74,SF
601 4th Street #116,1,2,1502,climbsf_renting,http://www.climbsf.com/for-rent/601-4th-st-116/,-122.396,37.7783,2.92085,,,rental,5600,closed,17,2015-10-14,2015-09-27,South Beach,74,SF
"260 King St UNIT 507, San Francisco, CA 94107",1,1,896,zillow_sf,http://www.zillow.com/homedetails/260-King-St-UNIT-507-San-Francisco-CA-94107/69819609_zpid/,-122.394,37.7774,4.2732,2004,0,rental,3700,open,,,2015-09-22,South Beach,74,SF
"355 1st St UNIT S205, San Francisco, CA 94105",1,1,673,zillow_sf,http://www.zillow.com/homedetails/355-1st-St-UNIT-S205-San-Francisco-CA-94105/64972584_zpid/,-122.394,37.7869,19.8528,,,rental,3650,closed,11,2015-10-07,2015-09-26,South Beach,74,SF
"King St San Francisco, CA 94107",2,2,1455,zillow_sf,http://www.zillow.com/homedetails/King-St-San-Francisco-CA-94107/2101086374_zpid/,-122.395,37.7758,2.94834,2000,1,rental,5995,closed,13,2015-10-04,2015-09-21,South Beach,74,SF
"333 1st St # FIRST, San Francisco, CA 94105",1,1,800,zillow_sf,http://www.zillow.com/homedetails/333-1st-St-FIRST-San-Francisco-CA-94105/2101062437_zpid/,-122.39,37.7836,3.28405,,,rental,3995,closed,14,2015-10-07,2015-09-23,South Beach,74,SF
"80 S Park St, San Francisco, CA 94107",2,1,1300,zillow_sf,http://www.zillow.com/homedetails/80-S-Park-St-San-Francisco-CA-94107/2101050597_zpid/,-122.394,37.7822,12.4448,,,rental,10000,closed,10,2015-10-03,2015-09-23,South Beach,74,SF
"88 King St APT 420, San Francisco, CA 94107",2,2,1094,zillow_sf,http://www.zillow.com/homedetails/88-King-St-APT-420-San-Francisco-CA-94107/54854662_zpid/,-122.389,37.7807,3.99835,,,rental,4000,closed,8,2015-10-05,2015-09-27,South Beach,74,SF
333 Fremont Street #703,1,1,862,climbsf_renting,http://www.climbsf.com/for-rent/333-fremont-st-703/,-122.393,37.7877,11.0817,,,rental,4500,open,,,2015-10-09,South Beach,74,SF
"Brannan St San Francisco, CA 94107",3,2,1516,zillow_sf,http://www.zillow.com/homedetails/Brannan-St-San-Francisco-CA-94107/2105385213_zpid/,-122.395,37.7799,6.253,,0,rental,6500,closed,4,2015-10-04,2015-09-30,South Beach,74,SF
"King St San Francisco, CA 94107",2,2,1150,zillow_sf,http://www.zillow.com/homedetails/King-St-San-Francisco-CA-94107/2100983864_zpid/,-122.395,37.7758,2.94834,,,rental,5250,closed,2,2015-10-04,2015-10-02,South Beach,74,SF
"21 Stillman St APT 6, San Francisco, CA 94107",2,2,1895,zillow_sf,http://www.zillow.com/homedetails/21-Stillman-St-APT-6-San-Francisco-CA-94107/80744974_zpid/,-122.395,37.783,16.0593,,,rental,10000,open,,,2015-10-01,South Beach,74,SF
"300 Berry St UNIT 507, San Francisco, CA 94158",1,1,734,zillow_sf,http://www.zillow.com/homedetails/300-Berry-St-UNIT-507-San-Francisco-CA-94158/96033015_zpid/,-122.396,37.7739,1.38426,2008,0,rental,3495,open,,,2015-10-02,South Beach,74,SF
333 Main Street #4L,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/333-main-st-4l/,-122.391,37.789,1.80794,,,rental,3950,closed,,2015-10-04,,South Beach,74,SF
"400 Beale St APT 1308, San Francisco, CA 94105",1,1,680,zillow_sf,http://www.zillow.com/homedetails/400-Beale-St-APT-1308-San-Francisco-CA-94105/80738981_zpid/,-122.391,37.7871,7.36737,2002,0,rental,3800,open,,,2015-10-06,South Beach,74,SF
"88 King St APT 514, San Francisco, CA 94107",2,2,1191,zillow_sf,http://www.zillow.com/homedetails/88-King-St-APT-514-San-Francisco-CA-94107/54854671_zpid/,-122.389,37.7807,3.99835,2001,1,rental,5195,open,,,2015-10-11,South Beach,74,SF
650 Second Street #202,1,1,1400,climbsf_renting,http://www.climbsf.com/for-rent/650-2nd-st-202/,-122.392,37.781,8.54413,,,rental,5300,open,,,2015-10-14,South Beach,74,SF
"250 King St UNIT 1202, San Francisco, CA 94107",2,2,1476,zillow_sf,http://www.zillow.com/homedetails/250-King-St-UNIT-1202-San-Francisco-CA-94107/69819461_zpid/,-122.393,37.7782,5.82981,,,rental,5500,closed,6,2015-10-09,2015-10-03,South Beach,74,SF
"21 Stillman St APT 5, San Francisco, CA 94107",2,2,1945,zillow_sf,http://www.zillow.com/homedetails/21-Stillman-St-APT-5-San-Francisco-CA-94107/80743954_zpid/,-122.395,37.783,16.0593,1998,1,rental,10000,open,,,2015-10-08,South Beach,74,SF
"201 Harrison St APT 322, San Francisco, CA 94105",1,1,495,zillow_sf,http://www.zillow.com/homedetails/201-Harrison-St-APT-322-San-Francisco-CA-94105/15148206_zpid/,-122.39,37.7877,9.17842,1991,0,rental,2900,open,,,2015-10-08,South Beach,74,SF
"318 Spear St UNIT 6B, San Francisco, CA 94105",2,2,1078,zillow_sf,http://www.zillow.com/homedetails/318-Spear-St-UNIT-6B-San-Francisco-CA-94105/2100908028_zpid/,-122.391,37.7897,0.0,2009,0,rental,6500,open,,,2015-10-08,South Beach,74,SF
400 Beale Street #1407,2,2,1102,climbsf_renting,http://www.climbsf.com/for-rent/400-beale-st-1407/,-122.391,37.7871,7.36737,,,rental,5750,open,,,2015-10-13,South Beach,74,SF
"250 King St UNIT 1204, San Francisco, CA 94107",0,1,587,zillow_sf,http://www.zillow.com/homedetails/250-King-St-UNIT-1204-San-Francisco-CA-94107/69819462_zpid/,-122.393,37.7782,5.82981,2004,0,rental,3500,open,,,2015-10-09,South Beach,74,SF
81 Lansing Street #308,1,1,1185,climbsf_renting,http://www.climbsf.com/for-rent/81-lansing-st-308/,-122.394,37.7856,28.4004,,,rental,3975,open,,,2015-10-15,South Beach,74,SF
1097 Howard Street #304,1,1,1056,climbsf_rented,http://www.climbsf.com/for-rent/1097-howard-st-304/,-122.409,37.7779,6.48905,,,rental,3700,closed,,2013-06-04,,South of Market,75,SF
1160 Mission Street #1905,1,1,664,climbsf_rented,http://www.climbsf.com/for-rent/1160-mission-st-1905/,-122.412,37.7784,12.0417,,,rental,3250,closed,,2013-06-25,,South of Market,75,SF
140 South Van Ness Avenue #922,2,2,1160,climbsf_rented,http://www.climbsf.com/for-rent/140-south-van-ness-ave-922/,-122.419,37.7716,9.43102,,,rental,3800,closed,,2013-07-03,,South of Market,75,SF
1160 Mission Street #1611,1,1,765,climbsf_rented,http://www.climbsf.com/for-rent/1160-mission-st-1611/,-122.412,37.7784,12.0417,,,rental,3150,closed,,2013-09-18,,South of Market,75,SF
1160 Mission Street #901,2,2,1184,climbsf_rented,http://www.climbsf.com/for-rent/1160-mission-st-901/,-122.412,37.7784,12.0417,,,rental,4450,closed,,2014-01-28,,South of Market,75,SF
655 Fifth Street #1,1,2,1000,climbsf_rented,http://www.climbsf.com/for-rent/655-5th-st-1/,-122.398,37.7759,2.73163,,,rental,3600,closed,,2014-03-11,,South of Market,75,SF
388 Townsend Street #4,1,2,940,climbsf_rented,http://www.climbsf.com/for-rent/388-townsend-st-4/,-122.397,37.7759,2.76722,,,rental,3700,closed,,2014-03-25,,South of Market,75,SF
1160 Mission Street #2303,1,1,745,climbsf_rented,http://www.climbsf.com/for-rent/1160-mission-st-2303/,-122.412,37.7784,12.0417,,,rental,3600,closed,,2014-04-15,,South of Market,75,SF
1328 Mission Street #5,1,1,1145,climbsf_rented,http://www.climbsf.com/for-rent/1328-mission-st-5/,-122.415,37.7761,15.0464,,,rental,3600,closed,,2014-05-06,,South of Market,75,SF
